"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","q1","q2","q3","q4","q7","q8","q6","q5","q9","q3_0","q26","q11","q27","q28","q28_0","q49_1","q49_2","q49_3","q41","q15","q16","q17","q17_text","q39","q31","q32","q33","q38","q36_1","q42","q37","q8_0","q9_0","q10","q11_0","q11_text","q12","q12_text","q13","q18","q19","do_br_fl_2","do_bl_50f_50m","do_bl_governmentarchitecture","time","filter__","rep","chief","second","third","direct","mmff","mfmf","mffm","fmmf","fmfm","ffmm","easy","mid","hard","plastics","light","heavy","gender","race","age","income"
"881","R_eS9j9M6sVYLXxEp","Default Response Set","Anonymous","","","","0",41664.453125,41664.453125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,50,50,51,1,"australia",NA,"a large city","",1,1,NA,NA,NA,49,1,"$50,000 or more",1,"55-59","male","white","","high school graduate (includes equivalency)","","i' rather not say","very liberal","none","50F/50M","Q6|Q26","Q39|Q31|Q36|Q42|Q37",181,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,50,50,51,0,0,0,"male","white","55-59","i' rather not say"
"886","R_9HSnEHJIoMKaCFf","Default Response Set","Anonymous","","","","0",41664.6484375,41664.65625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,79,80,78,1,"united states","washington","a suburban near a large city","",1,NA,1,NA,NA,48,1,"less than $1000",1,"45-54","female","white","","some college, no degree","","$25,000 to under $50,000","moderate","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",392,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,79,80,78,0,0,0,"female","white","45-54","$25,000 to under $50,000"
"888","R_9N1i2h206nle2HP","Default Response Set","Anonymous","","","","0",41664.65234375,41664.65625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,100,1,"united states","florida","a large city","",1,1,NA,NA,NA,60,1,"$5,000 to $9,999",1,"60-64","female","white","","graduate or professional degree","","$150,000 or more","moderate","","50F/50M","Q3|Q26","Q39|Q31|Q36|Q42|Q37",260,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,100,1,1,1,"female","white","60-64","$150,000 or more"
"892","R_bpHtb8sXmiK2wtf","Default Response Set","Anonymous","","","","0",41664.65625,41664.66015625,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,45,60,59,1,"bulgaria",NA,"a large city","",1,1,NA,NA,NA,67,1,"less than $1000",1,"35-44","male","white","","high school graduate (includes equivalency)","","less than $10,000","very liberal","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",347,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,45,60,59,0,0,0,"male","white","35-44","less than $10,000"
"894","R_80O07RPV2jvhuQd","Default Response Set","Anonymous","","","","0",41664.66015625,41664.66015625,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,81,82,61,1,"united states","new york","a large city","",1,NA,NA,NA,1,51,1,"$50,000 or more",1,"65-74","male","white","","graduate or professional degree","","$150,000 or more","liberal","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",171,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,81,82,61,0,0,0,"male","white","65-74","$150,000 or more"
"899","R_cNftoLAPy495gFf","Default Response Set","Anonymous","","","","0",41664.66796875,41664.66796875,0,1,"",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q3|Q26","",18,0,"Q3|Q26",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","R_0rD8dYv7csStNVr","Default Response Set","Anonymous","","","","0",41664.66796875,41664.671875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","kansas","a rural area","",1,NA,1,NA,NA,60,1,"$10,000 to $14,999",1,"45-54","female","white","","bachelors degree","","$50,000 to under $75,000","moderate","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",281,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","45-54","$50,000 to under $75,000"
"902","R_9FdmoxN20XpAX4N","Default Response Set","Anonymous","","","","0",41664.671875,41664.671875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","california","a large city","",1,NA,1,NA,NA,19,1,"less than $1000",1,"45-54","female","white","","bachelors degree","","$75,000 to under $100,000","conservative","i like the recycling opt","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",186,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","45-54","$75,000 to under $100,000"
"905","R_2lYvjfjBeNoxjmJ","Default Response Set","Anonymous","","","","0",41664.67578125,41664.69140625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,100,1,"spain",NA,"a small city or town","",1,1,NA,NA,NA,11,1,"less than $1000",1,"35-44","male","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","liberal","","50F/50M","Q3|Q26","Q39|Q31|Q36|Q42|Q37",1444,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,100,1,1,1,"male","white","35-44","$25,000 to under $50,000"
"909","R_42rXPXc69FU4tdb","Default Response Set","Anonymous","","","","0",41664.68359375,41665.890625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,30,31,29,1,"sweden",NA,"a suburban near a large city","",1,1,NA,NA,NA,63,1,"$5,000 to $9,999",1,"55-59","female","white","","some college, no degree","","$50,000 to under $75,000","liberal","","50F/50M","Q8|Q26","Q39|Q31|Q36|Q42|Q37",104393,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,30,31,29,0,0,0,"female","white","55-59","$50,000 to under $75,000"
"911","R_5u9JcZG7pNZpeSN","Default Response Set","Anonymous","","","","0",41664.68359375,41664.6875,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,81,58,76,1,"united states","minnesota","a large city","",1,NA,NA,1,NA,62,1,"less than $1000",1,"35-44","female","white","","bachelors degree","","$50,000 to under $75,000","moderate","","50F/50M","Q5|Q26","Q39|Q33|Q36|Q42|Q37",76,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,81,58,76,0,0,0,"female","white","35-44","$50,000 to under $75,000"
"915","R_aY1XOxnmzaFcZal","Default Response Set","Anonymous","","","","0",41664.69140625,41664.6953125,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,100,1,"united states","kansas","a small city or town","",1,1,NA,NA,NA,61,1,"$5,000 to $9,999",1,"65-74","female","white","","some college, no degree","","$50,000 to under $75,000","liberal","","50F/50M","Q3|Q26","Q39|Q31|Q36|Q42|Q37",289,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,100,1,1,1,"female","white","65-74","$50,000 to under $75,000"
"917","R_9z7mAGJMzINnFc1","Default Response Set","Anonymous","","","","0",41664.6953125,41664.6953125,0,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q7|Q26","",42,0,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","R_3UByWBpDffU8JV3","Default Response Set","Anonymous","","","","0",41664.7109375,41664.71484375,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,47,48,1,"united states","new york","a large city","",1,NA,NA,1,NA,60,1,"$15,000 to $19,999",1,"60-64","male","white","","bachelors degree","","$50,000 to under $75,000","liberal","","50F/50M","Q3|Q26","Q39|Q33|Q36|Q42|Q37",158,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,47,48,1,0,0,"male","white","60-64","$50,000 to under $75,000"
"924","R_9HSKJnlcTh8Ll8V","Default Response Set","Anonymous","","","","0",41664.72265625,41664.72265625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,80,80,80,1,"united states","california","a suburban near a large city","",1,NA,NA,NA,1,70,1,"$5,000 to $9,999",1,"45-54","female","white","","some college, no degree","","$10,000 to under $25,000","liberal","thank you","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",132,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,80,80,80,0,0,0,"female","white","45-54","$10,000 to under $25,000"
"928","R_agFPZTF0fdOyRSd","Default Response Set","Anonymous","","","","0",41664.73828125,41664.73828125,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,83,96,88,1,"united kingdom",NA,"a large city","",1,NA,NA,NA,1,97,1,"$25,000 to $29,999",1,"25-34","male","white","","graduate or professional degree","","$75,000 to under $100,000","moderate","","50F/50M","Q7|Q26","Q39|Q38|Q36|Q42|Q37",134,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,83,96,88,0,0,0,"male","white","25-34","$75,000 to under $100,000"
"930","R_0Tjvt9wD82BMc3H","Default Response Set","Anonymous","","","","0",41664.7421875,41664.7421875,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,43,44,1,"united states","new york","a large city","",1,NA,NA,1,NA,29,1,"$5,000 to $9,999",1,"65-74","male","white","","graduate or professional degree","","i' rather not say","very liberal","","50F/50M","Q9|Q26","Q39|Q33|Q36|Q42|Q37",171,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,43,44,1,0,0,"male","white","65-74","i' rather not say"
"934","R_50wnNFuRUwRB8m9","Default Response Set","Anonymous","","","","0",41664.7421875,41664.74609375,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","new york","a large city","",1,NA,NA,NA,1,40,1,NA,1,"65-74","male",NA,"","graduate or professional degree","","i' rather not say","conservative","Your tax question--what","50F/50M","Q7|Q26","Q39|Q38|Q36|Q42|Q37",334,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,100,100,1,1,1,"male",NA,"65-74","i' rather not say"
"935","R_abKy86y86qkR3Gl","Default Response Set","Anonymous","","","","0",41664.74609375,41664.75,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","washington","a small city or town","",1,NA,NA,1,NA,2,1,"$1,000 to $4,000",1,"55-59","female","white","","some college, no degree","","$25,000 to under $50,000","very conservative","","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",235,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,100,100,1,1,1,"female","white","55-59","$25,000 to under $50,000"
"939","R_88LZAV4dVTbIpiR","Default Response Set","Anonymous","","","","0",41664.7578125,41664.765625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,81,80,1,"united states","ohio","a rural area","",1,NA,NA,NA,1,5,1,"less than $1000",1,"60-64","female","white","","some college, no degree","","$10,000 to under $25,000","conservative","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",567,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,81,80,1,0,0,"female","white","60-64","$10,000 to under $25,000"
"941","R_a4qxINXqiBHiH1X","Default Response Set","Anonymous","","","","0",41664.76171875,41664.76953125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,86,86,87,1,NA,NA,"a small city or town","",1,NA,1,NA,NA,82,1,NA,1,"45-54","female","hispanic or latino (of any race)","","high school graduate (includes equivalency)","","$10,000 to under $25,000","moderate","","50F/50M","Q9|Q26","Q39|Q32|Q36|Q42|Q37",357,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,86,86,87,0,0,0,"female","hispanic or latino (of any race)","45-54","$10,000 to under $25,000"
"946","R_cUyWr6onZAHqO0Z","Default Response Set","Anonymous","","","","0",41664.7734375,41664.7734375,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,17,19,1,"united states","california","a suburban near a large city","",1,NA,NA,NA,1,32,1,"$1,000 to $4,000",1,"35-44","female","white","","associate degree","","$100,000 to under $150,000","very conservative","","50F/50M","Q7|Q26","Q39|Q38|Q36|Q42|Q37",142,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,17,19,1,0,0,"female","white","35-44","$100,000 to under $150,000"
"948","R_9Wv1brMxzwlKQSx","Default Response Set","Anonymous","","","","0",41664.7734375,41664.77734375,0,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,73,100,100,1,"india",NA,"a large city","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q5|Q26","Q39|Q38|Q36|Q42|Q37",274,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,73,100,100,0,1,1,NA,NA,NA,NA
"951","R_6wXGR1NmdSvrjGl","Default Response Set","Anonymous","","","","0",41664.78125,41664.78515625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,93,92,80,1,"canada",NA,"a rural area","",1,1,NA,NA,NA,55,1,"less than $1000",1,"55-59","female","white","","some college, no degree","","i' rather not say","conservative","","50F/50M","Q3|Q26","Q39|Q31|Q36|Q42|Q37",230,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,93,92,80,0,0,0,"female","white","55-59","i' rather not say"
"954","R_cBI2hT7aylLNLWl","Default Response Set","Anonymous","","","","0",41664.8125,41664.8203125,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,58,45,28,1,"turkey",NA,"a rural area","",1,NA,NA,1,NA,61,1,"$5,000 to $9,999",1,"35-44","male","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","conservative","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",420,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,58,45,28,0,0,0,"male","white","35-44","$25,000 to under $50,000"
"957","R_cAVdKWnN4oukrch","Default Response Set","Anonymous","","","","0",41664.8203125,41664.8203125,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","new york","a large city","",1,NA,NA,NA,1,75,1,"less than $1000",1,"60-64","female","white","","graduate or professional degree","","$25,000 to under $50,000","very liberal","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",202,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","60-64","$25,000 to under $50,000"
"959","R_2oFQzRekoPncvVH","Default Response Set","Anonymous","","","","0",41664.828125,41664.83203125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,29,28,1,"united states","georgia","a suburban near a large city","",1,NA,NA,NA,1,30,1,"less than $1000",1,"45-54","female","white","","some college, no degree","","$75,000 to under $100,000","moderate","","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",369,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,29,28,1,0,0,"female","white","45-54","$75,000 to under $100,000"
"964","R_8tR3yVf1Ci23dpr","Default Response Set","Anonymous","","","","0",41664.8359375,41664.83984375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,70,91,90,1,"india",NA,"a suburban near a large city","",1,1,NA,NA,NA,39,1,"less than $1000",1,"25-34","female","asian or pacific islander","","graduate or professional degree","","less than $10,000","moderate","good iniative","50F/50M","Q8|Q26","Q39|Q31|Q36|Q42|Q37",445,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,70,91,90,0,0,0,"female","asian or pacific islander","25-34","less than $10,000"
"968","R_2nIK8kiUDgDfSrb","Default Response Set","Anonymous","","","","0",41664.85546875,41664.859375,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,100,100,1,"saudi arabia",NA,"a large city","",1,NA,NA,NA,1,81,1,"less than $1000",1,"35-44","male","asian or pacific islander","","some college, no degree","","less than $10,000","moderate","good","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",198,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,100,100,1,1,1,"male","asian or pacific islander","35-44","less than $10,000"
"971","R_50BeRWFM2UZ27Ah","Default Response Set","Anonymous","","","","0",41664.859375,41664.86328125,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","california","a large city","",1,NA,NA,NA,1,49,1,"less than $1000",1,"25-34","female","white","","bachelors degree","","$50,000 to under $75,000","moderate","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",224,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","25-34","$50,000 to under $75,000"
"974","R_dnWqaWrfw2MLtkh","Default Response Set","Anonymous","","","","0",41664.87890625,41664.87890625,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,97,97,1,"jamaica",NA,"a small city or town","",1,1,NA,NA,NA,31,1,"less than $1000",1,"25-34","female","black or african american","","graduate or professional degree","","$25,000 to under $50,000","moderate","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",171,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,97,97,1,0,0,"female","black or african american","25-34","$25,000 to under $50,000"
"977","R_dg5bKvUYHwhVMyx","Default Response Set","Anonymous","","","","0",41664.89453125,41664.8984375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,99,100,100,1,"united states","pennsylvania","a rural area","",1,NA,1,NA,NA,39,1,"$1,000 to $4,000",1,"60-64","female","white","","high school graduate (includes equivalency)","","i' rather not say","liberal","","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",195,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,99,100,100,0,1,1,"female","white","60-64","i' rather not say"
"980","R_cTjrgWDPhcaTLhz","Default Response Set","Anonymous","","","","0",41664.9140625,41664.9140625,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","virginia","a large city","",1,NA,NA,1,NA,61,1,"less than $1000",1,"35-44","female","black or african american","","associate degree","","less than $10,000","moderate","","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",275,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,100,100,1,1,1,"female","black or african american","35-44","less than $10,000"
"981","R_00SFldfjT8IC4Gp","Default Response Set","Anonymous","","","","0",41664.91796875,41664.91796875,0,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,67,59,56,1,"united states","delaware","a suburban near a large city","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",85,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,67,59,56,0,0,0,NA,NA,NA,NA
"987","R_9NvdVSq509bTa6N","Default Response Set","Anonymous","","","","0",41664.98046875,41664.984375,0,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q7|Q26","",203,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","R_1ZbKvvghsU5qyj3","Default Response Set","Anonymous","","","","0",41665.00390625,41665.01171875,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,9,6,6,1,"united states","florida","a small city or town","",1,NA,NA,NA,1,16,1,"less than $1000",1,"25-34","female","white","","some college, no degree","","less than $10,000","moderate","","50F/50M","Q7|Q26","Q39|Q38|Q36|Q42|Q37",452,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,9,6,6,0,0,0,"female","white","25-34","less than $10,000"
"992","R_1Mn2ygON9g6l0Ut","Default Response Set","Anonymous","","","","0",41665.02734375,41665.03125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,100,100,1,"united states","maryland","a rural area","",1,1,NA,NA,NA,51,1,"less than $1000",1,"65-74","male","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","conservative","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",195,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,100,100,1,1,1,"male","white","65-74","$25,000 to under $50,000"
"995","R_9Kr6sICUktjYiSp","Default Response Set","Anonymous","","","","0",41665.04296875,41665.046875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,99,99,98,1,"united states","new york","a rural area","",1,1,NA,NA,NA,49,1,"less than $1000",1,"45-54","female","white","","high school graduate (includes equivalency)","","$10,000 to under $25,000","very conservative","","50F/50M","Q8|Q26","Q39|Q31|Q36|Q42|Q37",138,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,99,99,98,0,0,0,"female","white","45-54","$10,000 to under $25,000"
"996","R_79T8UXKLM3eXmM5","Default Response Set","Anonymous","","","","0",41665.0546875,41665.0546875,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,81,86,91,1,"united states","maine","a rural area","",1,1,NA,NA,NA,44,1,"$1,000 to $4,000",1,"35-44","female","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","moderate","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",166,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,81,86,91,0,0,0,"female","white","35-44","$25,000 to under $50,000"
"1000","R_b25urEcpvndPf1j","Default Response Set","Anonymous","","","","0",41665.1171875,41665.12109375,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,71,100,1,"united states","connecticut","a small city or town","",1,1,NA,NA,NA,33,1,"$50,000 or more",1,"25-34","female","black or african american","","bachelors degree","","$25,000 to under $50,000","moderate","I didn't like the pictur","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",174,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,71,100,1,0,1,"female","black or african american","25-34","$25,000 to under $50,000"
"1003","R_6LkLVpJXOTM6MTz","Default Response Set","Anonymous","","","","0",41665.17578125,41665.1796875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,50,47,47,1,"united states","north carolina","a small city or town","",1,1,NA,NA,NA,27,1,"$1,000 to $4,000",1,"45-54","female","white","","bachelors degree","","$25,000 to under $50,000","conservative","","50F/50M","Q6|Q26","Q39|Q31|Q36|Q42|Q37",246,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,50,47,47,0,0,0,"female","white","45-54","$25,000 to under $50,000"
"1007","R_4UBtowzfLvmpU9v","Default Response Set","Anonymous","","","","0",41665.25390625,41665.2734375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,100,100,1,"india",NA,"a suburban near a large city","",1,NA,1,NA,NA,50,1,"$1,000 to $4,000",1,"35-44","male","asian or pacific islander","","graduate or professional degree","","$50,000 to under $75,000","moderate","Effective waste manageme","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",1773,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,100,100,1,1,1,"male","asian or pacific islander","35-44","$50,000 to under $75,000"
"1010","R_266XgnixA8tML2t","Default Response Set","Anonymous","","","","0",41665.2734375,41665.27734375,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,58,66,61,1,"philippines",NA,"a large city","",1,1,NA,NA,NA,49,1,"$1,000 to $4,000",1,"25-34","male","asian or pacific islander","","bachelors degree","","less than $10,000","moderate","","50F/50M","Q3|Q26","Q39|Q31|Q36|Q42|Q37",309,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,58,66,61,0,0,0,"male","asian or pacific islander","25-34","less than $10,000"
"1011","R_ekUOBXejzhEznSJ","Default Response Set","Anonymous","","","","0",41665.2890625,41665.2890625,0,1,"",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q5|Q26","",32,0,"Q5|Q26",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","R_8j2DVUSy8R0mdCd","Default Response Set","Anonymous","","","","0",41665.35546875,41665.359375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,72,91,90,1,"croatia",NA,"a rural area","",1,1,NA,NA,NA,19,1,"less than $1000",1,"45-54","female","white","","high school graduate (includes equivalency)","","$10,000 to under $25,000","liberal","","50F/50M","Q5|Q26","Q39|Q31|Q36|Q42|Q37",278,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,72,91,90,0,0,0,"female","white","45-54","$10,000 to under $25,000"
"1019","R_cuLxZaTUmmspaWV","Default Response Set","Anonymous","","","","0",41665.41796875,41665.43359375,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"india",NA,"a large city","",1,NA,1,NA,NA,39,1,"less than $1000",1,"65-74","male","asian or pacific islander","","bachelors degree","","i' rather not say","liberal","An excellent survey topi","50F/50M","Q6|Q26","Q39|Q32|Q36|Q42|Q37",1140,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,100,100,1,1,1,"male","asian or pacific islander","65-74","i' rather not say"
"1020","R_5vFCdn8pE96JlXL","Default Response Set","Anonymous","","","","0",41665.44921875,41665.453125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,10,9,7,1,"united states","california","a suburban near a large city","",1,1,NA,NA,NA,19,1,"$1,000 to $4,000",1,"65-74","male","white","","graduate or professional degree","","$75,000 to under $100,000","conservative","","50F/50M","Q5|Q26","Q39|Q31|Q36|Q42|Q37",250,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,10,9,7,0,0,0,"male","white","65-74","$75,000 to under $100,000"
"1024","R_1SQiCZW3AEbnjCJ","Default Response Set","Anonymous","","","","0",41665.5546875,41665.55859375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,"cyprus",NA,"a large city","",1,NA,NA,NA,1,40,1,"$1,000 to $4,000",1,"25-34","male","white","","bachelors degree","","less than $10,000","moderate","","50F/50M","Q5|Q26","Q39|Q38|Q36|Q42|Q37",351,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,"male","white","25-34","less than $10,000"
"1028","R_cHCbWK1HPARX53v","Default Response Set","Anonymous","","","","0",41665.6015625,41665.6015625,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,90,60,61,1,"united states","south carolina","a suburban near a large city","",1,1,NA,NA,NA,50,1,"less than $1000",1,"35-44","female","white","","associate degree","","$25,000 to under $50,000","moderate","","50F/50M","Q6|Q26","Q39|Q31|Q36|Q42|Q37",154,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,90,60,61,0,0,0,"female","white","35-44","$25,000 to under $50,000"
"1029","R_cu1NlxGdbNfbKfj","Default Response Set","Anonymous","","","","0",41665.625,41665.625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,67,68,67,1,"united states","mississippi","a small city or town","",1,NA,NA,NA,1,55,1,"less than $1000",1,"45-54","male","white","","associate degree","","$50,000 to under $75,000","moderate","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",158,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,67,68,67,0,0,0,"male","white","45-54","$50,000 to under $75,000"
